# Team 0: SixsevenPoker, Team 1: hee
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
12,Pre-Flop,1,-200,200,CHECK,0,0,0,"['Ah', '2h', '3d', '7h', '2d']","['4s', '4d', '7d', '8h', '8s']",[],[],[],2,2
12,Flop,1,-200,200,DISCARD,0,0,2,"['Ah', '2h', '3d', '7h', '2d']","['4s', '4d', '7d', '8h', '8s']","['3h', '5d', '3s']",[],[],2,2
12,Flop,0,-200,200,DISCARD,0,0,2,"['Ah', '2h', '3d', '7h', '2d']","['4s', '7d']","['3h', '5d', '3s']",[],"['4d', '8h', '8s']",2,2
12,Flop,1,-200,200,RAISE,3,0,0,"['Ah', '3d']","['4s', '7d']","['3h', '5d', '3s']","['2h', '7h', '2d']","['4d', '8h', '8s']",2,2
12,Flop,0,-200,200,CALL,0,0,0,"['Ah', '3d']","['4s', '7d']","['3h', '5d', '3s']","['2h', '7h', '2d']","['4d', '8h', '8s']",2,2
12,Turn,1,-200,200,RAISE,8,0,0,"['Ah', '3d']","['4s', '7d']","['3h', '5d', '3s', '9d']","['2h', '7h', '2d']","['4d', '8h', '8s']",5,5
12,Turn,0,-200,200,RAISE,13,0,0,"['Ah', '3d']","['4s', '7d']","['3h', '5d', '3s', '9d']","['2h', '7h', '2d']","['4d', '8h', '8s']",5,5
12,Turn,1,-200,200,FOLD,0,0,0,"['Ah', '3d']","['4s', '7d']","['3h', '5d', '3s', '9d']","['2h', '7h', '2d']","['4d', '8h', '8s']",13,13
13,Pre-Flop,1,-187,187,CALL,0,0,0,"['4s', 'Ah', '3h', '2s', '8h']","['7d', '2d', 'As', '2h', '5h']",[],[],[],1,1
13,Pre-Flop,0,-187,187,CHECK,0,0,0,"['4s', 'Ah', '3h', '2s', '8h']","['7d', '2d', 'As', '2h', '5h']",[],[],[],2,2
13,Flop,0,-187,187,DISCARD,0,1,4,"['4s', 'Ah', '3h', '2s', '8h']","['7d', '2d', 'As', '2h', '5h']","['8s', '6d', '9h']",[],[],2,2
13,Flop,1,-187,187,DISCARD,0,0,2,"['Ah', '8h']","['7d', '2d', 'As', '2h', '5h']","['8s', '6d', '9h']","['4s', '3h', '2s']",[],2,2
13,Flop,0,-187,187,CHECK,0,0,0,"['Ah', '8h']","['7d', 'As']","['8s', '6d', '9h']","['4s', '3h', '2s']","['2d', '2h', '5h']",2,2
13,Flop,1,-187,187,RAISE,3,0,0,"['Ah', '8h']","['7d', 'As']","['8s', '6d', '9h']","['4s', '3h', '2s']","['2d', '2h', '5h']",2,2
13,Flop,0,-187,187,CALL,0,0,0,"['Ah', '8h']","['7d', 'As']","['8s', '6d', '9h']","['4s', '3h', '2s']","['2d', '2h', '5h']",2,2
13,Turn,0,-187,187,CHECK,0,0,0,"['Ah', '8h']","['7d', 'As']","['8s', '6d', '9h', '4d']","['4s', '3h', '2s']","['2d', '2h', '5h']",5,5
13,Turn,1,-187,187,RAISE,8,0,0,"['Ah', '8h']","['7d', 'As']","['8s', '6d', '9h', '4d']","['4s', '3h', '2s']","['2d', '2h', '5h']",5,5
13,Turn,0,-187,187,FOLD,0,0,0,"['Ah', '8h']","['7d', 'As']","['8s', '6d', '9h', '4d']","['4s', '3h', '2s']","['2d', '2h', '5h']",5,5
14,Pre-Flop,0,-192,192,CALL,0,0,0,"['6d', '4h', '5s', '2d', '9s']","['3h', '2s', '7d', 'Ad', '4s']",[],[],[],1,1
14,Pre-Flop,1,-192,192,CHECK,0,0,0,"['6d', '4h', '5s', '2d', '9s']","['3h', '2s', '7d', 'Ad', '4s']",[],[],[],2,2
14,Flop,1,-192,192,DISCARD,0,2,3,"['6d', '4h', '5s', '2d', '9s']","['3h', '2s', '7d', 'Ad', '4s']","['9d', '8d', '8s']",[],[],2,2
14,Flop,0,-192,192,DISCARD,0,0,4,"['6d', '4h', '5s', '2d', '9s']","['7d', 'Ad']","['9d', '8d', '8s']",[],"['3h', '2s', '4s']",2,2
14,Flop,1,-192,192,CHECK,0,0,0,"['6d', '9s']","['7d', 'Ad']","['9d', '8d', '8s']","['4h', '5s', '2d']","['3h', '2s', '4s']",2,2
14,Flop,0,-192,192,CHECK,0,0,0,"['6d', '9s']","['7d', 'Ad']","['9d', '8d', '8s']","['4h', '5s', '2d']","['3h', '2s', '4s']",2,2
14,Turn,1,-192,192,RAISE,3,0,0,"['6d', '9s']","['7d', 'Ad']","['9d', '8d', '8s', '3d']","['4h', '5s', '2d']","['3h', '2s', '4s']",2,2
14,Turn,0,-192,192,CALL,0,0,0,"['6d', '9s']","['7d', 'Ad']","['9d', '8d', '8s', '3d']","['4h', '5s', '2d']","['3h', '2s', '4s']",2,2
14,River,1,-192,192,RAISE,8,0,0,"['6d', '9s']","['7d', 'Ad']","['9d', '8d', '8s', '3d', '2h']","['4h', '5s', '2d']","['3h', '2s', '4s']",5,5
14,River,0,-192,192,FOLD,0,0,0,"['6d', '9s']","['7d', 'Ad']","['9d', '8d', '8s', '3d', '2h']","['4h', '5s', '2d']","['3h', '2s', '4s']",5,5
15,Pre-Flop,1,-197,197,CALL,0,0,0,"['6d', '6s', '4s', '8h', '2d']","['9s', 'Ah', '2h', '3s', '7s']",[],[],[],1,1
15,Pre-Flop,0,-197,197,CHECK,0,0,0,"['6d', '6s', '4s', '8h', '2d']","['9s', 'Ah', '2h', '3s', '7s']",[],[],[],2,2
15,Flop,0,-197,197,DISCARD,0,0,3,"['6d', '6s', '4s', '8h', '2d']","['9s', 'Ah', '2h', '3s', '7s']","['9h', '3d', '8d']",[],[],2,2
15,Flop,1,-197,197,DISCARD,0,0,3,"['6d', '8h']","['9s', 'Ah', '2h', '3s', '7s']","['9h', '3d', '8d']","['6s', '4s', '2d']",[],2,2
