# Team 0: FLEXasHoldEm, Team 1: SixsevenPoker
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
10,Pre-Flop,0,105,-105,RAISE,10,0,0,"['4h', '4s', '8s', '7h', '6d']","['2d', 'Ah', 'As', '9d', '7d']",[],[],[],1,1
10,Pre-Flop,1,105,-105,RAISE,12,0,0,"['4h', '4s', '8s', '7h', '6d']","['2d', 'Ah', 'As', '9d', '7d']",[],[],[],2,2
10,Pre-Flop,0,105,-105,CALL,0,0,0,"['4h', '4s', '8s', '7h', '6d']","['2d', 'Ah', 'As', '9d', '7d']",[],[],[],12,12
10,Flop,1,105,-105,DISCARD,0,1,2,"['4h', '4s', '8s', '7h', '6d']","['2d', 'Ah', 'As', '9d', '7d']","['6s', '8d', '6h']",[],[],24,24
10,Flop,0,105,-105,DISCARD,0,2,4,"['4h', '4s', '8s', '7h', '6d']","['Ah', 'As']","['6s', '8d', '6h']",[],"['2d', '9d', '7d']",24,24
10,Flop,1,105,-105,RAISE,28,0,0,"['8s', '6d']","['Ah', 'As']","['6s', '8d', '6h']","['4h', '4s', '7h']","['2d', '9d', '7d']",24,24
10,Flop,0,105,-105,RAISE,48,0,0,"['8s', '6d']","['Ah', 'As']","['6s', '8d', '6h']","['4h', '4s', '7h']","['2d', '9d', '7d']",24,24
10,Flop,1,105,-105,FOLD,0,0,0,"['8s', '6d']","['Ah', 'As']","['6s', '8d', '6h']","['4h', '4s', '7h']","['2d', '9d', '7d']",52,52
11,Pre-Flop,1,157,-157,FOLD,0,0,0,"['Ad', 'As', '8h', '3h', '9s']","['2s', '4s', '5s', '4h', '7d']",[],[],[],1,1
12,Pre-Flop,0,158,-158,RAISE,10,0,0,"['Ad', '9h', 'As', '3s', '9d']","['3h', '4h', '5d', '6s', '2h']",[],[],[],1,1
12,Pre-Flop,1,158,-158,FOLD,0,0,0,"['Ad', '9h', 'As', '3s', '9d']","['3h', '4h', '5d', '6s', '2h']",[],[],[],2,2
13,Pre-Flop,1,160,-160,CALL,0,0,0,"['8h', '7d', '5h', 'Ah', '4h']","['5d', '6h', '3s', '9h', 'Ad']",[],[],[],1,1
13,Pre-Flop,0,160,-160,RAISE,10,0,0,"['8h', '7d', '5h', 'Ah', '4h']","['5d', '6h', '3s', '9h', 'Ad']",[],[],[],2,2
13,Pre-Flop,1,160,-160,CALL,0,0,0,"['8h', '7d', '5h', 'Ah', '4h']","['5d', '6h', '3s', '9h', 'Ad']",[],[],[],2,2
13,Flop,0,160,-160,DISCARD,0,0,3,"['8h', '7d', '5h', 'Ah', '4h']","['5d', '6h', '3s', '9h', 'Ad']","['9s', '9d', '2h']",[],[],12,12
13,Flop,1,160,-160,DISCARD,0,0,3,"['8h', 'Ah']","['5d', '6h', '3s', '9h', 'Ad']","['9s', '9d', '2h']","['7d', '5h', '4h']",[],12,12
13,Flop,0,160,-160,RAISE,12,0,0,"['8h', 'Ah']","['5d', '9h']","['9s', '9d', '2h']","['7d', '5h', '4h']","['6h', '3s', 'Ad']",12,12
13,Flop,1,160,-160,RAISE,27,0,0,"['8h', 'Ah']","['5d', '9h']","['9s', '9d', '2h']","['7d', '5h', '4h']","['6h', '3s', 'Ad']",12,12
13,Flop,0,160,-160,FOLD,0,0,0,"['8h', 'Ah']","['5d', '9h']","['9s', '9d', '2h']","['7d', '5h', '4h']","['6h', '3s', 'Ad']",24,24
14,Pre-Flop,0,136,-136,RAISE,10,0,0,"['9s', '4s', '5d', '7h', '6h']","['Ad', '4d', '8h', '5s', '2d']",[],[],[],1,1
14,Pre-Flop,1,136,-136,CALL,0,0,0,"['9s', '4s', '5d', '7h', '6h']","['Ad', '4d', '8h', '5s', '2d']",[],[],[],2,2
14,Flop,1,136,-136,DISCARD,0,0,2,"['9s', '4s', '5d', '7h', '6h']","['Ad', '4d', '8h', '5s', '2d']","['6d', '3s', '9d']",[],[],12,12
14,Flop,0,136,-136,DISCARD,0,0,4,"['9s', '4s', '5d', '7h', '6h']","['Ad', '8h']","['6d', '3s', '9d']",[],"['4d', '5s', '2d']",12,12
14,Flop,1,136,-136,CHECK,0,0,0,"['9s', '6h']","['Ad', '8h']","['6d', '3s', '9d']","['4s', '5d', '7h']","['4d', '5s', '2d']",12,12
14,Flop,0,136,-136,RAISE,20,0,0,"['9s', '6h']","['Ad', '8h']","['6d', '3s', '9d']","['4s', '5d', '7h']","['4d', '5s', '2d']",12,12
14,Flop,1,136,-136,FOLD,0,0,0,"['9s', '6h']","['Ad', '8h']","['6d', '3s', '9d']","['4s', '5d', '7h']","['4d', '5s', '2d']",12,12
15,Pre-Flop,1,148,-148,CALL,0,0,0,"['3s', '7s', '6s', '9d', '4s']","['5h', '2s', '9s', '7h', 'As']",[],[],[],1,1
15,Pre-Flop,0,148,-148,CHECK,0,0,0,"['3s', '7s', '6s', '9d', '4s']","['5h', '2s', '9s', '7h', 'As']",[],[],[],2,2
15,Flop,0,148,-148,DISCARD,0,1,3,"['3s', '7s', '6s', '9d', '4s']","['5h', '2s', '9s', '7h', 'As']","['6d', '7d', '8d']",[],[],2,2
15,Flop,1,148,-148,DISCARD,0,2,4,"['7s', '9d']","['5h', '2s', '9s', '7h', 'As']","['6d', '7d', '8d']","['3s', '6s', '4s']",[],2,2
15,Flop,0,148,-148,RAISE,6,0,0,"['7s', '9d']","['9s', 'As']","['6d', '7d', '8d']","['3s', '6s', '4s']","['5h', '2s', '7h']",2,2
15,Flop,1,148,-148,FOLD,0,0,0,"['7s', '9d']","['9s', 'As']","['6d', '7d', '8d']","['3s', '6s', '4s']","['5h', '2s', '7h']",2,2
16,Pre-Flop,0,150,-150,CALL,0,0,0,"['7h', '9d', '3s', '6s', '2h']","['9s', '2s', '6d', '9h', '8d']",[],[],[],1,1
16,Pre-Flop,1,150,-150,CHECK,0,0,0,"['7h', '9d', '3s', '6s', '2h']","['9s', '2s', '6d', '9h', '8d']",[],[],[],2,2
16,Flop,1,150,-150,DISCARD,0,0,2,"['7h', '9d', '3s', '6s', '2h']","['9s', '2s', '6d', '9h', '8d']","['7d', '8s', 'As']",[],[],2,2
16,Flop,0,150,-150,DISCARD,0,1,3,"['7h', '9d', '3s', '6s', '2h']","['9s', '6d']","['7d', '8s', 'As']",[],"['2s', '9h', '8d']",2,2
16,Flop,1,150,-150,RAISE,3,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As']","['7h', '3s', '2h']","['2s', '9h', '8d']",2,2
16,Flop,0,150,-150,RAISE,6,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As']","['7h', '3s', '2h']","['2s', '9h', '8d']",2,2
16,Flop,1,150,-150,RAISE,12,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As']","['7h', '3s', '2h']","['2s', '9h', '8d']",5,5
16,Flop,0,150,-150,CALL,0,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As']","['7h', '3s', '2h']","['2s', '9h', '8d']",11,11
16,Turn,1,150,-150,RAISE,34,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As', '5h']","['7h', '3s', '2h']","['2s', '9h', '8d']",23,23
16,Turn,0,150,-150,RAISE,43,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As', '5h']","['7h', '3s', '2h']","['2s', '9h', '8d']",23,23
16,Turn,1,150,-150,CALL,0,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As', '5h']","['7h', '3s', '2h']","['2s', '9h', '8d']",57,57
16,River,1,150,-150,CHECK,0,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As', '5h', '4h']","['7h', '3s', '2h']","['2s', '9h', '8d']",100,100
16,River,0,150,-150,CHECK,0,0,0,"['9d', '6s']","['9s', '6d']","['7d', '8s', 'As', '5h', '4h']","['7h', '3s', '2h']","['2s', '9h', '8d']",100,100
17,Pre-Flop,1,150,-150,CALL,0,0,0,"['Ah', '9s', '8h', '3s', '5h']","['9h', '6d', '3h', '4h', '7d']",[],[],[],1,1
17,Pre-Flop,0,150,-150,RAISE,10,0,0,"['Ah', '9s', '8h', '3s', '5h']","['9h', '6d', '3h', '4h', '7d']",[],[],[],2,2
17,Pre-Flop,1,150,-150,CALL,0,0,0,"['Ah', '9s', '8h', '3s', '5h']","['9h', '6d', '3h', '4h', '7d']",[],[],[],2,2
17,Flop,0,150,-150,DISCARD,0,0,2,"['Ah', '9s', '8h', '3s', '5h']","['9h', '6d', '3h', '4h', '7d']","['2h', '4d', '8d']",[],[],12,12
17,Flop,1,150,-150,DISCARD,0,0,3,"['Ah', '8h']","['9h', '6d', '3h', '4h', '7d']","['2h', '4d', '8d']","['9s', '3s', '5h']",[],12,12
17,Flop,0,150,-150,RAISE,20,0,0,"['Ah', '8h']","['9h', '4h']","['2h', '4d', '8d']","['9s', '3s', '5h']","['6d', '3h', '7d']",12,12
17,Flop,1,150,-150,FOLD,0,0,0,"['Ah', '8h']","['9h', '4h']","['2h', '4d', '8d']","['9s', '3s', '5h']","['6d', '3h', '7d']",12,12
18,Pre-Flop,0,162,-162,RAISE,10,0,0,"['Ah', '8h', '2h', '6d', '8s']","['9s', '4h', '7d', '3h', '3d']",[],[],[],1,1
18,Pre-Flop,1,162,-162,FOLD,0,0,0,"['Ah', '8h', '2h', '6d', '8s']","['9s', '4h', '7d', '3h', '3d']",[],[],[],2,2
19,Pre-Flop,1,164,-164,RAISE,2,0,0,"['7s', '6d', '4h', '7d', '3s']","['5h', 'Ad', '9h', '9s', '2s']",[],[],[],1,1
19,Pre-Flop,0,164,-164,RAISE,10,0,0,"['7s', '6d', '4h', '7d', '3s']","['5h', 'Ad', '9h', '9s', '2s']",[],[],[],2,2
